metric,model_A,model_B,mean_A,mean_B,delta,ci_low,ci_high,p_raw,p_BH,p_holm,sig_raw,sig_BH,sig_holm
spec,RF (tuned),Transformer,0.9168674033000004,0.531384722687577,0.38548268061242347,0.3336562905131289,0.43126956298782915,0,0,0,TRUE,TRUE,TRUE
spec,RF (tuned),XGB (default),0.9168674033000004,0.8138069409247455,0.10306046237525497,0.08529937644838681,0.12328997612468465,0,0,0,TRUE,TRUE,TRUE
spec,RF (tuned),XGB (tuned),0.9168674033000004,0.6912145550284525,0.2256528482715479,0.19117788138328948,0.26116637345684734,0,0,0,TRUE,TRUE,TRUE
spec,Transformer,XGB (default),0.531384722687577,0.8138069409247455,-0.2824222182371685,-0.3299990227656331,-0.23291246432493518,0,0,0,TRUE,TRUE,TRUE
spec,Transformer,XGB (tuned),0.531384722687577,0.6912145550284525,-0.15982983234087556,-0.2178555387414131,-0.10163469387078329,0,0,0,TRUE,TRUE,TRUE
spec,XGB (default),XGB (tuned),0.8138069409247455,0.6912145550284525,0.12259238589629294,0.10247781639552642,0.14361869335715916,0,0,0,TRUE,TRUE,TRUE
bal_acc,Attention (default),DT,0.609466027473371,0.6157896373458372,-0.006323609872466304,-0.025550745458772447,0.014508670162184448,0.546,0.5992682926829269,1,FALSE,FALSE,FALSE
bal_acc,Attention (default),LGB (default),0.609466027473371,0.5896914990090194,0.019774528464351578,0.001352117123588905,0.037963763051692495,0.038,0.05104477611940299,1,TRUE,FALSE,FALSE
bal_acc,Attention (default),LGB (tuned),0.609466027473371,0.5924022125008912,0.017063814972479736,-0.002428788592150396,0.036011312110708966,0.1,0.12765957446808512,1,FALSE,FALSE,FALSE
bal_acc,Attention (default),LR,0.609466027473371,0.6338292854408476,-0.02436325796747666,-0.0414760410187125,-0.007602604376288149,0.006,0.008852459016393444,0.36,TRUE,TRUE,FALSE
bal_acc,Attention (default),RF (default),0.609466027473371,0.5776772020554244,0.03178882541794653,0.010111124220494368,0.053586347473342316,0.008,0.011519999999999999,0.464,TRUE,TRUE,FALSE
bal_acc,Attention (default),RF (tuned),0.609466027473371,0.5803114771867628,0.02915455028660816,0.00905241116807341,0.04889471691690247,0.01,0.014173228346456693,0.55,TRUE,TRUE,FALSE
bal_acc,Attention (default),Transformer,0.609466027473371,0.5902472164473375,0.019218811026033473,0.0019446114392516491,0.03557374152546018,0.03,0.04122137404580153,1,TRUE,TRUE,FALSE
bal_acc,Attention (default),XGB (default),0.609466027473371,0.6153074147476287,-0.005841387274257779,-0.019936387989315945,0.00857969121653392,0.448,0.5169230769230769,1,FALSE,FALSE,FALSE
bal_acc,Attention (default),XGB (tuned),0.609466027473371,0.6428511335204001,-0.03338510604702924,-0.05046047475610108,-0.014735107862406265,0,0,0,TRUE,TRUE,TRUE
bal_acc,DT,LGB (default),0.6157896373458372,0.5896914990090194,0.026098138336817883,-0.001197604864630075,0.05116468828967657,0.064,0.08347826086956522,1,FALSE,FALSE,FALSE
bal_acc,DT,LGB (tuned),0.6157896373458372,0.5924022125008912,0.023387424844946037,-0.0036557893787605568,0.04755986388610059,0.082,0.10618705035971222,1,FALSE,FALSE,FALSE
bal_acc,DT,LR,0.6157896373458372,0.6338292854408476,-0.01803964809501036,-0.03804115626037065,-6.293269160252976e-4,0.046,0.06088235294117647,1,TRUE,FALSE,FALSE
bal_acc,DT,RF (default),0.6157896373458372,0.5776772020554244,0.03811243529041284,0.008641871740669636,0.06557714213284557,0.008,0.011519999999999999,0.464,TRUE,TRUE,FALSE
bal_acc,DT,RF (tuned),0.6157896373458372,0.5803114771867628,0.035478160159074464,0.007003345686873171,0.06308336669694628,0.008,0.011519999999999999,0.464,TRUE,TRUE,FALSE
