metric,model_A,model_B,mean_A,mean_B,delta,ci_low,ci_high,p_A_gt_B,p_two_sided
sens,RF (default),LR,0.22392764833193204,0.625122582394644,-0.40119493406271206,-0.4598946121158531,-0.34767952707032734,0,0
sens,RF (default),RF (tuned),0.22392764833193204,0.23994917432064294,-0.01602152598871091,-0.1201824956782714,0.07844346942225458,0.387,0.774
sens,RF (default),Transformer,0.22392764833193204,0.6905720506484329,-0.4666444023165008,-0.5205758957964818,-0.41323344233835574,0,0
sens,RF (default),XGB (default),0.22392764833193204,0.416807888570512,-0.19288024023857997,-0.2251750526498578,-0.16355539450446918,0,0
sens,RF (default),XGB (tuned),0.22392764833193204,0.593085812791088,-0.3691581644591559,-0.47085328030842216,-0.27563927819114536,0,0
sens,RF (tuned),Attention (default),0.23994917432064294,0.5210397038210448,-0.2810905295004019,-0.3733162445281833,-0.18677515640397044,0,0
sens,RF (tuned),Attention (tuned),0.23994917432064294,0.5774610871198732,-0.3375119127992302,-0.43185300313854574,-0.2232586478806249,0,0
sens,RF (tuned),DT,0.23994917432064294,0.5720868242450072,-0.33213764992436423,-0.42487405782046245,-0.2342527803323878,0,0
sens,RF (tuned),LGB (default),0.23994917432064294,0.295264934794256,-0.055315760473613015,-0.15433028220931522,0.050989445719779605,0.137,0.274
sens,RF (tuned),LGB (tuned),0.23994917432064294,0.28132076269192074,-0.04137158837127781,-0.13812034708053678,0.06979174843880105,0.235,0.47
sens,RF (tuned),LR,0.23994917432064294,0.625122582394644,-0.38517340807400113,-0.48265593986841926,-0.28404579988827183,0,0
sens,RF (tuned),RF (default),0.23994917432064294,0.22392764833193204,0.01602152598871091,-0.08083440530560274,0.11473967393407565,0.619,0.762
sens,RF (tuned),Transformer,0.23994917432064294,0.6905720506484329,-0.45062287632778986,-0.5327578953043993,-0.35860740865486834,0,0
sens,RF (tuned),XGB (default),0.23994917432064294,0.416807888570512,-0.17685871424986904,-0.2714312540415086,-0.08455452760277975,0,0
sens,RF (tuned),XGB (tuned),0.23994917432064294,0.593085812791088,-0.353136638470445,-0.3919047859904989,-0.31377393759111616,0,0
sens,Transformer,Attention (default),0.6905720506484329,0.5210397038210448,0.16953234682738796,0.13759813384605332,0.20374480601236694,1,0
sens,Transformer,Attention (tuned),0.6905720506484329,0.5774610871198732,0.11311096352855965,0.05705612099772308,0.1649630132253869,1,0
sens,Transformer,DT,0.6905720506484329,0.5720868242450072,0.11848522640342563,0.05702060644415876,0.18828593361887336,1,0
sens,Transformer,LGB (default),0.6905720506484329,0.295264934794256,0.3953071158541769,0.33706555595871046,0.4472543850735492,1,0
sens,Transformer,LGB (tuned),0.6905720506484329,0.28132076269192074,0.40925128795651206,0.3480442854810043,0.46962814087844584,1,0
sens,Transformer,LR,0.6905720506484329,0.625122582394644,0.06544946825378874,0.010649714327728004,0.12882662839833184,0.987,0.026
sens,Transformer,RF (default),0.6905720506484329,0.22392764833193204,0.4666444023165008,0.41453543637112483,0.5253995739833387,1,0
sens,Transformer,RF (tuned),0.6905720506484329,0.23994917432064294,0.45062287632778986,0.36528551620266536,0.534265990670767,1,0
sens,Transformer,XGB (default),0.6905720506484329,0.416807888570512,0.2737641620779208,0.22463598221610706,0.3198005211309775,1,0
sens,Transformer,XGB (tuned),0.6905720506484329,0.593085812791088,0.09748623785734488,0.008525313092919718,0.18837824584292814,0.985,0.03
sens,XGB (default),Attention (default),0.416807888570512,0.5210397038210448,-0.10423181525053286,-0.14575392925841632,-0.05749000681552944,0,0
