subject,model,sens,spec,bal_acc,auc
03,XGB (tuned),0.32038834951456313,0.9035202086049544,0.6119542790597587,0.7002822749079126
04,XGB (tuned),0.3803571428571429,0.9010011123470524,0.6406791276020977,0.7083465755601462
05,XGB (tuned),0.3304093567251462,0.6291161178509532,0.47976273728804975,0.5040413714818531
06,XGB (tuned),0.5754601226993865,0.5821256038647343,0.5787928632820605,0.6094840105509617
07,XGB (tuned),0.4666666666666667,0.7766203703703703,0.6216435185185185,0.7219425154320988
08,XGB (tuned),0.7320574162679426,0.4838709677419355,0.607964192004939,0.6554895302773062
09,XGB (tuned),0.3931034482758621,0.7175493250259606,0.5553263866509113,0.583182344445638
10,XGB (tuned),0.5842696629213483,0.7323665128543178,0.658318087887833,0.719115936983846
11,XGB (tuned),0.3547297297297297,0.844851904090268,0.5997908169099988,0.6663887088781306
12,XGB (tuned),0.9635036496350364,0.3707533234859675,0.6671284865605019,0.8291949239344899
13,XGB (tuned),0.7280534351145038,0.7477797513321492,0.7379165932233265,0.8294560899217659
14,XGB (tuned),0.6129032258064516,0.6909239574816026,0.6519135916440271,0.7381037446977889
15,XGB (tuned),0.8364485981308412,0.6217948717948718,0.7291217349628565,0.7814162473040978
16,XGB (tuned),0.6677018633540373,0.75,0.7088509316770186,0.7923494762897939
17,XGB (tuned),0.7929782082324455,0.53875,0.6658641041162228,0.7551210653753027
18,XGB (tuned),0.5473484848484849,0.5740540540540541,0.5607012694512694,0.5853736691236692
19,XGB (tuned),0.6477272727272727,0.7749313815187557,0.7113293271230142,0.8336001829826166
20,XGB (tuned),0.6678571428571428,0.6587878787878788,0.6633225108225108,0.6913571428571429
